achúra,menudencias,menudencia,N,C,F,P
kurekua,chiqueros,chiquero,N,C,M,P
kurekua,pocilga,pocilga,N,C,F,S
kurekua,pocilgas,pocilga,N,C,F,P
kurekue,bagazo,bagazo,N,C,M,S
kurekue,bagazos,bagazo,N,C,M,P
kurekue,afrecho,afrecho,N,C,M,S
kurekue,afrechos,afrecho,N,C,M,P
kure'i,pecarí,pecarí,N,C,M,S
kure'i,pecaríes,pecarí,N,C,M,P
kure'i,pecarís,pecarí,N,C,M,P
kuri,pino,pino,N,C,M,S
kuri,pinos,pino,N,C,M,P
kuri,araucaria,araucaria,N,C,F,S
kuri,araucarias,araucaria,N,C,F,P
kuriju,boa,boa,N,C,F,S
kuriju,boas,boa,N,C,F,P
kuru,sarna,sarna,N,C,F,S
kuru,sarnas,sarna,N,C,F,P
kuru,lepra,lepra,N,C,F,S
kuru,lepras,lepra,N,C,F,P
kuru,llaga,llaga,N,C,F,S
kuru,llagas,llaga,N,C,F,P
kuru,grano,grano,N,C,M,S
kuru,granos,grano,N,C,M,P
kuru,eczema,eczema,N,C,M,S
kuru,eczemas,eczema,N,C,M,P
kuru,viruela,viruela,N,C,F,S
kuru,viruelas,viruela,N,C,F,P
kuruchi,calambre,calambre,N,C,M,S
kuruchi,calambres,calambre,N,C,M,P
kurundu,amuleto,amuleto,N,C,M,S
kurundu,amuletos,amuleto,N,C,M,P
kurundu,talismán,talismán,N,C,M,S
kurundu,talismanes,talismán,N,C,M,P
kurupa'y,acacia,acacia,N,C,F,S
kurupa'y,acacias,acacia,N,C,F,P
kururu,sapo,sapo,N,C,M,S
kururu,sapos,sapo,N,C,M,P
kuruvi,fragmento,fragmento,N,C,M,S
kuruvi,fragmentos,fragmento,N,C,M,P
kuruvi,polvo,polvo,N,C,M,S
kuruvi,polvos,polvo,N,C,M,P
kuruvíka,pedazos,pedazo,N,C,M,P
kuruvíka,fragmentos,fragmento,N,C,M,P
kurí'y,pino,pino,N,C,M,S
kurí'y,pinos,pino,N,C,M,P
kurí'y,araucaria,araucaria,N,C,F,S
kurí'y,araucarias,araucaria,N,C,F,P
kusugue,ceniza,ceniza,N,C,F,S
kusugue,cenizas,ceniza,N,C,F,P
kusugue,residuo,residuo,N,C,M,S
kusugue,residuos,residuo,N,C,M,P
kusugue,escombro,escombro,N,C,M,S
kusugue,escombros,escombro,N,C,M,P
kusuvi,torbellino,torbellino,N,C,M,S
kusuvi,torbellinos,torbellino,N,C,M,P
kutipo,salto,salto,N,C,M,S
kutipo,saltos,salto,N,C,M,P
kutu,puñalada,puñalada,N,C,F,S
kutu,puñaladas,puñalada,N,C,F,P
kutu,pinchadura,pinchadura,N,C,F,S
kutu,pinchaduras,pinchadura,N,C,F,P
kutu,punzada,punzada,N,C,F,S
kutu,punzadas,punzada,N,C,F,P
kutu,picotazo,picotazo,N,C,M,S
kutu,picotazos,picotazo,N,C,M,P
kutuha,clavo,clavo,N,C,M,S
kutuha,clavos,clavo,N,C,M,P
kutuha,tenedor,tenedor,N,C,M,S
kutuha,tenedores,tenedor,N,C,M,P
kutuha,jeringa,jeringa,N,C,F,S
kutuha,jeringas,jeringa,N,C,F,P
kutuha,inyección,inyección,N,C,F,S
kutuha,inyecciones,inyección,N,C,F,P
kutuha,lezna,lezna,N,C,F,S
kutuha,leznas,lezna,N,C,F,P
kutuha,picana,picana,N,C,F,S
kutuha,picanas,picana,N,C,F,P
kutuha,punzón,punzón,N,C,M,S
kutuha,punzones,punzón,N,C,M,P
kuvuasu,cacao,cacao,N,C,M,S
kuvuasu,cacaos,cacao,N,C,M,P
kuára,orificio,orificio,N,C,M,S
kuára,orificios,orificio,N,C,M,P
kuára,cavidad,cavidad,N,C,F,S
kuára,cavidades,cavidad,N,C,F,P
kuára,hueco,hueco,N,C,M,S
kuára,huecos,hueco,N,C,M,P
kuára,ranura,ranura,N,C,F,S
kuára,ranuras,ranura,N,C,F,P
kuára,nicho,nicho,N,C,M,S
kuára,nichos,nicho,N,C,M,P
kuára,agujero,agujero,N,C,M,S
kuára,agujeros,agujero,N,C,M,P
kuára,caverna,caverna,N,C,F,S
kuára,cavernas,caverna,N,C,F,P
kuãirũ,anillo,anillo,N,C,M,S
kuãirũ,anillos,anillo,N,C,M,P
kuãirũ,sortija,sortija,N,C,F,S
kuãirũ,sortijas,sortija,N,C,F,P
kuãngusu,pulgar,pulgar,N,C,M,S
kuãngusu,pulgares,pulgar,N,C,M,P
kuãvyha,dedal,dedal,N,C,M,S
kuãvyha,dedales,dedal,N,C,M,P
kuña,mujer,mujer,N,C,F,S
kuña,mujeres,mujer,N,C,F,P
kuña,hembra,hembra,N,C,F,S
kuña,hembras,hembra,N,C,F,P
kuña,concubina,concubina,N,C,F,S
kuña,concubinas,concubina,N,C,F,P
kuña,compañera,compañero,N,C,F,S
kuñakarai,señora,señor,N,C,F,S
kuñakarai,dama,dama,N,C,F,S
kuñakarai,damas,dama,N,C,F,P
kuñakaraiete,matrona,matrona,N,C,F,S
kuñakaraiete,matronas,matrona,N,C,F,P
kuñataĩ,señorita,señorito,N,C,F,S
kuñataĩ,chica,chico,N,C,F,S
kuñataĩ,moza,mozo,N,C,F,S
kuñataĩ,muchacha,muchacho,N,C,F,S
kuñataĩ,joven,joven,N,C,C,S
kuñataĩ,jóvenes,joven,N,C,C,P
kuña'i,marica,marica,N,C,M,S
kuña'i,maricas,marica,N,C,M,P
ku'a,cintura,cintura,N,C,F,S
ku'a,cinturas,cintura,N,C,F,P
ku'a,talle,talle,N,C,M,S
ku'a,talles,talle,N,C,M,P
ku'a,mitad,mitad,N,C,F,S
ku'a,mitades,mitad,N,C,F,P
ku'a,medio,medio,N,C,M,S
ku'a,medios,medio,N,C,M,P
ku'akua,cinto,cinto,N,C,M,S
ku'akua,cintos,cinto,N,C,M,P
ku'akua,cinturón,cinturón,N,C,M,S
ku'akua,cinturones,cinturón,N,C,M,P
ku'asã,cinto,cinto,N,C,M,S
ku'asã,cintos,cinto,N,C,M,P
ku'asã,cinturón,cinturón,N,C,M,S
ku'asã,cinturones,cinturón,N,C,M,P
ku'asã,faja,faja,N,C,F,S
ku'asã,fajas,faja,N,C,F,P
ku'i,polvo,polvo,N,C,M,S
ku'i,polvos,polvo,N,C,M,P
ku'i,partícula,partícula,N,C,F,S
ku'i,partículas,partícula,N,C,F,P
ku'imi,pizca,pizca,N,C,F,S
ku'imi,pizcas,pizca,N,C,F,P
ky,piojo,piojo,N,C,M,S
ky,piojos,piojo,N,C,M,P
kygua,peine,peine,N,C,M,S
kygua,peines,peine,N,C,M,P
kyha,hamaca,hamaca,N,C,F,S
kyha,hamacas,hamaca,N,C,F,P
kyha,red,red,N,C,F,S
kyha,redes,red,N,C,F,P
kyhyje,miedo,miedo,N,C,M,S
kyhyje,miedos,miedo,N,C,M,P
kyhyje,temor,temor,N,C,M,S
kyhyje,temores,temor,N,C,M,P
kyhyje,espanto,espanto,N,C,M,S
kyhyje,espantos,espanto,N,C,M,P
kyhyje,terror,terror,N,C,M,S
kyhyje,terrores,terror,N,C,M,P
kyhyje,horror,horror,N,C,M,S
kyhyje,horrores,horror,N,C,M,P
kyhyjerã,riesgo,riesgo,N,C,M,S
kyhyjerã,riesgos,riesgo,N,C,M,P
kyhyje'ỹ,seguridad,seguridad,N,C,F,S
kyhyje'ỹ,seguridades,seguridad,N,C,F,P
kyhyje'ỹ,valor,valor,N,C,M,S
kyhyje'ỹ,valores,valor,N,C,M,P
kyhyje'ỹ,coraje,coraje,N,C,M,S
kyhyje'ỹ,corajes,coraje,N,C,M,P
kyja,nutria,nutria,N,C,F,S
kyja,nutrias,nutria,N,C,F,P
kyja,hurón,hurón,N,C,M,S
kyja,hurones,hurón,N,C,M,P
kymbu,gorgojo,gorgojo,N,C,M,S
kymbu,gorgojos,gorgojo,N,C,M,P
kype,ladilla,ladilla,N,C,F,S
kype,ladillas,ladilla,N,C,F,P
kyra,obesidad,obesidad,N,C,F,S
kyra,obesidades,obesidad,N,C,F,P
kyra,gordura,gordura,N,C,F,S
kyra,gorduras,gordura,N,C,F,P
kyra,grasa,grasa,N,C,F,S
kyra,grasas,grasa,N,C,F,P
kyrakue,grasa,grasa,N,C,F,S
kyrakue,grasas,grasa,N,C,F,P
kyrakue,gordura,gordura,N,C,F,S
kyrakue,gorduras,gordura,N,C,F,P
kyrakue,sebo,sebo,N,C,M,S
kyrakue,sebos,sebo,N,C,M,P
kyrakue,obesidad,obesidad,N,C,F,S
kyrakue,obesidades,obesidad,N,C,F,P
kyre'ỹ,diligencia,diligencia,N,C,F,S
kyre'ỹ,diligencias,diligencia,N,C,F,P
kyre'ỹ,brío,brío,N,C,M,S
kyre'ỹ,bríos,brío,N,C,M,P
kyre'ỹ,dinamismo,dinamismo,N,C,M,S
kyre'ỹ,dinamismos,dinamismo,N,C,M,P
kyre'ỹ,viveza,viveza,N,C,F,S
kyre'ỹ,vivezas,viveza,N,C,F,P
kyre'ỹ,prontitud,prontitud,N,C,F,S
kyre'ỹ,prontitudes,prontitud,N,C,F,P
kyry,cartílago,cartílago,N,C,M,S
kyry,cartílagos,cartílago,N,C,M,P
kyrýu,cartílago,cartílago,N,C,M,S
kyrýu,cartílagos,cartílago,N,C,M,P
kyrỹi,cosquillas,cosquillas,N,C,F,P
kyse,cuchillo,cuchillo,N,C,M,S
kyse,cuchillos,cuchillo,N,C,M,P
kyse,puñal,puñal,N,C,M,S
kyse,puñales,puñal,N,C,M,P
kysevuku,lanza,lanza,N,C,F,S
kysevuku,lanzas,lanza,N,C,F,P
kytomi,partícula,partícula,N,C,F,S
kytomi,partículas,partícula,N,C,F,P
kytã,verruga,verruga,N,C,F,S
kytã,verrugas,verruga,N,C,F,P
kytã,callo,callo,N,C,M,S
kytã,callos,callo,N,C,M,P
kytã,pedazo,pedazo,N,C,M,S
kytã,pedazos,pedazo,N,C,M,P
kytã,lazo,lazo,N,C,M,S
kytã,lazos,lazo,N,C,M,P
kytĩ,tajo,tajo,N,C,M,S
kytĩ,tajos,tajo,N,C,M,P
kytĩ,corte,corte,N,C,C,S
kytĩ,cortes,corte,N,C,C,P
kytĩha,sierra,sierra,N,C,F,S
kytĩha,sierras,sierra,N,C,F,P
kytĩha,segador,segador,N,C,M,S
kytĩha,segadora,segador,N,C,F,S
kytĩha,segadoras,segador,N,C,F,P
kytĩha,segadores,segador,N,C,M,P
kytĩmbyre,rebanada,rebanada,N,C,F,S
kytĩmbyre,rebanadas,rebanada,N,C,F,P
kytĩmbyre,tajada,tajada,N,C,F,S
kytĩmbyre,tajadas,tajada,N,C,F,P
kyve'ỹ,seca,seca,N,C,F,S
kyve'ỹ,secas,seca,N,C,F,P
kyve'ỹ,sequía,sequía,N,C,F,S
kyve'ỹ,sequías,sequía,N,C,F,P
ky'a,suciedad,suciedad,N,C,F,S
ky'a,suciedades,suciedad,N,C,F,P
ky'a,mugre,mugre,N,C,F,S
ky'a,mugres,mugre,N,C,F,P
ky'a,impureza,impureza,N,C,F,S
ky'a,impurezas,impureza,N,C,F,P
ky'a,mancha,mancha,N,C,F,S
ky'a,manchas,mancha,N,C,F,P
ky'akue,suciedad,suciedad,N,C,F,S
ky'akue,suciedades,suciedad,N,C,F,P
ky'akue,roña,roña,N,C,F,S
ky'akue,roñas,roña,N,C,F,P
ky'akue,mugre,mugre,N,C,F,S
ky'akue,mugres,mugre,N,C,F,P
ky'akue,mancha,mancha,N,C,F,S
ky'akue,manchas,mancha,N,C,F,P
ky'ỹi,ají,ají,N,C,M,S
ky'ỹi,ajíes,ají,N,C,M,P
ky'ỹi,ajís,ají,N,C,M,P
ky'ỹi,pimiento,pimiento,N,C,M,S
ky'ỹi,pimientos,pimiento,N,C,M,P
kái,incendio,incendio,N,C,M,S
kái,incendios,incendio,N,C,M,P
káma,seno,seno,N,C,M,S
káma,senos,seno,N,C,M,P
káma,pecho,pecho,N,C,M,S
káma,pechos,pecho,N,C,M,P
káma,mama,mama,N,C,F,S
káma,mamas,mama,N,C,F,P
káma,teta,teta,N,C,F,S
káma,tetas,teta,N,C,F,P
káma,ubre,ubre,N,C,F,S
káma,ubres,ubre,N,C,F,P
káva,avispa,avispa,N,C,F,S
káva,avispas,avispa,N,C,F,P
kã,hueso,hueso,N,C,M,S
kã,huesos,hueso,N,C,M,P
kã,carozo,carozo,N,C,M,S
kã,carozos,carozo,N,C,M,P
kéra,sueño,sueño,N,C,M,S
kéra,sueños,sueño,N,C,M,P
kóga,sembrado,sembrado,N,C,M,S
kóga,sembrados,sembrado,N,C,M,P
kóga,plantación,plantación,N,C,F,S
kóga,plantaciones,plantación,N,C,F,P
kóga,chacra,chacra,N,C,F,S
kóga,chacras,chacra,N,C,F,P
kóga,huerta,huerta,N,C,F,S
kóga,huertas,huerta,N,C,F,P
kóga,sembrado,sembrado,N,C,M,S
kóga,sembrados,sembrado,N,C,M,P
kóga,quinta,quinta,N,C,F,S
kóga,quinta,quinto,N,C,F,S
kóga,quintas,quinta,N,C,F,P
kõingue,melliza,mellizo,N,C,F,S
kõingue,mellizas,mellizo,N,C,F,P
kõingue,mellizo,mellizo,N,C,M,S
kõingue,mellizos,mellizo,N,C,M,P
kũ,lengua,lengua,N,C,F,S
kũ,lenguas,lengua,N,C,F,P
kũremói,apetito,apetito,N,C,M,S
kũremói,apetitos,apetito,N,C,M,P
kũ'ã,paladar,paladar,N,C,M,S
kũ'ã,paladares,paladar,N,C,M,P
lechãi,vieja,viejo,N,C,F,S
lechãi,anciana,anciano,N,C,F,S
lekaja,vieja,viejo,N,C,F,S
lekaja,viejas,viejo,N,C,F,P
lekaja,viejo,viejo,N,C,M,S
lekaja,viejos,viejo,N,C,M,P
lekaja,anciana,anciano,N,C,F,S
lekaja,ancianas,anciano,N,C,F,P
lekaja,anciano,anciano,N,C,M,S
lekaja,ancianos,anciano,N,C,M,P
lembu,escarabajo,escarabajo,N,C,M,S
lembu,escarabajos,escarabajo,N,C,M,P
lepiju,vieja,viejo,N,C,F,S
lepiju,viejas,viejo,N,C,F,P
lepiju,viejo,viejo,N,C,M,S
lepiju,viejos,viejo,N,C,M,P
lepiju,anciana,anciano,N,C,F,S
lepiju,ancianas,anciano,N,C,F,P
lepiju,anciano,anciano,N,C,M,S
lepiju,ancianos,anciano,N,C,M,P
le'ã,anciana,anciano,N,C,F,S
lopi,amiga,amigo,N,C,F,S
lopi,amigas,amigo,N,C,F,P
lopi,amigo,amigo,N,C,M,S
lopi,amigos,amigo,N,C,M,P
lopi,prima,primo,N,C,F,S
lopi,primas,primo,N,C,F,P
lopi,primo,primo,N,C,M,S
lopi,primos,primo,N,C,M,P
lopi,fulana,fulano,N,C,F,S
lopi,fulanas,fulano,N,C,F,P
lopi,fulano,fulano,N,C,M,S
lopi,fulanos,fulano,N,C,M,P
machu,abuela,abuelo,N,C,F,S
machu,cocinera,cocinero,N,C,F,S
machu,partera,partero,N,C,F,S
machéte,machete,machete,N,C,M,S
machéte,machetes,machete,N,C,M,P
mahe'ẽ,dulce,dulce,N,C,M,S
mahe'ẽ,dulces,dulce,N,C,M,P
mahe'ẽ,golosina,golosina,N,C,F,S
mahe'ẽ,golosinas,golosina,N,C,F,P
mahe'ẽ,postre,postre,N,C,M,S
mahe'ẽ,postres,postre,N,C,M,P
maimbe,torrefacción,torrefacción,N,C,F,S
maimbe,torrefacciones,torrefacción,N,C,F,P
maimbeha,torrefacción,torrefacción,N,C,F,S
maimbeha,torrefacciones,torrefacción,N,C,F,P
mainumby,picaflor,picaflor,N,C,M,S
mainumby,picaflores,picaflor,N,C,M,P
mainumby,colibrí,colibrí,N,C,M,S
mainumby,colibrís,colibrí,N,C,M,P
mainumby,colibríses,colibrí,N,C,M,P
maitei,saludos,saludo,N,C,M,P
mamanga,abejorro,abejorro,N,C,M,S
mamanga,abejorros,abejorro,N,C,M,P
mamanga,moscardón,moscardón,N,C,M,S
mamanga,moscardones,moscardón,N,C,M,P
mamboreta,rezadora,rezador,N,C,F,S
mamboreta,saltamontes,saltamontes,N,C,M,N
mamo,lugar,lugar,N,C,M,S
mamo,lugares,lugar,N,C,M,P
mamoha,lugar,lugar,N,C,M,S
mamoha,lugares,lugar,N,C,M,P
mandi'i,bagre,bagre,N,C,M,S
mandi'i,bagres,bagre,N,C,M,P
mandi'o,mandioca,mandioca,N,C,F,S
mandi'o,mandiocas,mandioca,N,C,F,P
mandi'o,yuca,yuca,N,C,F,S
mandi'o,yucas,yuca,N,C,F,P
mandu'a,recuerdo,recuerdo,N,C,M,S
mandu'a,recuerdos,recuerdo,N,C,M,P
mandu'a,memoria,memoria,N,C,F,S
mandu'a,memorias,memoria,N,C,F,P
mandu'a,remembranza,remembranza,N,C,F,S
mandu'a,remembranzas,remembranza,N,C,F,P
mandu'aha,recuerdo,recuerdo,N,C,M,S
mandu'aha,recuerdos,recuerdo,N,C,M,P
mandu'apy,mención,mención,N,C,F,S
mandu'apy,menciones,mención,N,C,F,P
mandu'avy,reminiscencia,reminiscencia,N,C,F,S
mandu'avy,reminiscencias,reminiscencia,N,C,F,P
mandyju,algodón,algodón,N,C,M,S
mandyju,algodones,algodón,N,C,M,P
mandyjuty,algodonal,algodonal,N,C,M,S
mandyjuty,algodonales,algodonal,N,C,M,P
mangaisy,resina,resina,N,C,F,S
mangaisy,resinas,resina,N,C,F,P
mangaisy,caucho,caucho,N,C,M,S
mangaisy,cauchos,caucho,N,C,M,P
mano,muerte,muerte,N,C,F,S
mano,muertes,muerte,N,C,F,P
mano,defunción,defunción,N,C,F,S
mano,defunciones,defunción,N,C,F,P
manorei,desmayo,desmayo,N,C,M,S
manorei,desmayos,desmayo,N,C,M,P
marandu,aviso,aviso,N,C,M,S
marandu,avisos,aviso,N,C,M,P
marandu,noticia,noticia,N,C,F,S
marandu,noticias,noticia,N,C,F,P
marandu,parte,parte,N,C,C,S
marandu,partes,parte,N,C,C,P
marandu,participación,participación,N,C,F,S
marandu,participaciones,participación,N,C,F,P
marandu,recado,recado,N,C,M,S
marandu,recados,recado,N,C,M,P
marandu,informe,informe,N,C,M,S
marandu,informes,informe,N,C,M,P
marandu,anuncio,anuncio,N,C,M,S
marandu,anuncios,anuncio,N,C,M,P
marandu,apercibimiento,apercibimiento,N,C,M,S
marandu,apercibimientos,apercibimiento,N,C,M,P
maranduha,pregonera,pregonero,N,C,F,S
maranduha,pregoneras,pregonero,N,C,F,P
maranduha,pregonero,pregonero,N,C,M,S
maranduha,pregoneros,pregonero,N,C,M,P
maranduha,mensajera,mensajero,N,C,F,S
maranduha,mensajeras,mensajero,N,C,F,P
maranduha,mensajero,mensajero,N,C,M,S
maranduha,mensajeros,mensajero,N,C,M,P
marane'ỹ,pureza,pureza,N,C,F,S
marane'ỹ,purezas,pureza,N,C,F,P
marane'ỹ,probidad,probidad,N,C,F,S
marane'ỹ,probidades,probidad,N,C,F,P
marane'ỹ,santidad,santidad,N,C,F,S
marane'ỹ,santidades,santidad,N,C,F,P
marangatu,santidad,santidad,N,C,F,S
marangatu,santidades,santidad,N,C,F,P
marangatu,nobleza,nobleza,N,C,F,S
marangatu,noblezas,nobleza,N,C,F,P
marangatu,mansedumbre,mansedumbre,N,C,F,S
marangatu,mansedumbres,mansedumbre,N,C,F,P
marangatu,bondad,bondad,N,C,F,S
marangatu,bondades,bondad,N,C,F,P
marangatukue,dignidad,dignidad,N,C,F,S
marangatukue,dignidades,dignidad,N,C,F,P
marangatukue,moral,moral,N,C,F,S
marangatukue,morales,moral,N,C,F,P
maravichu,maravilla,maravilla,N,C,F,S
maravichu,maravillas,maravilla,N,C,F,P
maravichu,adivinanza,adivinanza,N,C,F,S
maravichu,adivinanzas,adivinanza,N,C,F,P
marã,mancha,mancha,N,C,F,S
marã,manchas,mancha,N,C,F,P
marã,defecto,defecto,N,C,M,S
marã,defectos,defecto,N,C,M,P
marã,impureza,impureza,N,C,F,S
marã,impurezas,impureza,N,C,F,P
marã,mácula,mácula,N,C,F,S
marã,máculas,mácula,N,C,F,P
marã,menoscabo,menoscabo,N,C,M,S
marã,menoscabos,menoscabo,N,C,M,P
marã'ỹ,pureza,pureza,N,C,F,S
marã'ỹ,purezas,pureza,N,C,F,P
marã'ỹ,virginidad,virginidad,N,C,F,S
marã'ỹ,virginidades,virginidad,N,C,F,P
marã'ỹ,castidad,castidad,N,C,F,S
marã'ỹ,castidades,castidad,N,C,F,P
masakaragua'i,ruiseñor,ruiseñor,N,C,M,S
masakaragua'i,ruiseñores,ruiseñor,N,C,M,P
mañaha,guardia,guardia,N,C,C,S
mañaha,guardias,guardia,N,C,C,P
mañaha,vigilante,vigilante,N,C,C,S
mañaha,vigilantes,vigilante,N,C,C,P
mañaha,patrullera,patrullero,N,C,F,S
mañaha,patrulleras,patrullero,N,C,F,P
mañaha,patrullero,patrullero,N,C,M,S
mañaha,patrulleros,patrullero,N,C,M,P
mañandára,guardián,guardián,N,C,M,S
mañandára,guardiana,guardián,N,C,F,S
mañandára,guardianas,guardián,N,C,F,P
mañandára,guardianes,guardián,N,C,M,P
mañandára,centinela,centinela,N,C,C,S
mañandára,centinelas,centinela,N,C,C,P
ma'erã,objetivo,objetivo,N,C,M,S
ma'erã,objetivos,objetivo,N,C,M,P
ma'ẽ,mirada,mirada,N,C,F,S
ma'ẽ,miradas,mirada,N,C,F,P
ma'ẽ,observación,observación,N,C,F,S
ma'ẽ,observaciones,observación,N,C,F,P
ma'ẽ,ojeada,ojeada,N,C,F,S
ma'ẽ,ojeadas,ojeada,N,C,F,P
ma'ẽha,mirador,mirador,N,C,M,S
ma'ẽha,miradores,mirador,N,C,M,P
ma'ẽha,observador,observador,N,C,M,S
ma'ẽha,observadora,observador,N,C,F,S
ma'ẽha,observadoras,observador,N,C,F,P
ma'ẽha,observadores,observador,N,C,M,P
ma'ẽha,vigilante,vigilante,N,C,C,S
ma'ẽha,vigilantes,vigilante,N,C,C,P
ma'ẽha,inspector,inspector,N,C,M,S
ma'ẽha,inspectora,inspector,N,C,F,S
ma'ẽha,inspectoras,inspector,N,C,F,P
ma'ẽha,inspectores,inspector,N,C,M,P
ma'ẽra,fulana,fulano,N,C,F,S
ma'ẽra,fulanas,fulano,N,C,F,P
ma'ẽra,fulano,fulano,N,C,M,S
ma'ẽra,fulanos,fulano,N,C,M,P
ma'ẽra,cosa,cosa,N,C,F,S
ma'ẽra,cosas,cosa,N,C,F,P
mbaguari,cigüeña,cigüeña,N,C,F,S
mbaguari,cigüeñas,cigüeña,N,C,F,P
mbara,vitíligo,vitíligo,N,C,M,S
mbara,vitíligos,vitíligo,N,C,M,P
mbaraka,guitarra,guitarra,N,C,F,S
mbaraka,guitarras,guitarra,N,C,F,P
mbaraka,matraca,matraca,N,C,F,S
mbaraka,matracas,matraca,N,C,F,P
mbarakaja,gata,gato,N,C,F,S
mbarakaja,gatas,gato,N,C,F,P
mbarakaja,gato,gato,N,C,M,S
mbarakaja,gatos,gato,N,C,M,P
mbarete,fuerza,fuerza,N,C,F,S
mbarete,fuerzas,fuerza,N,C,F,P
mbarete,potencia,potencia,N,C,F,S
mbarete,potencias,potencia,N,C,F,P
mbarete,ímpetu,ímpetu,N,C,M,S
mbarete,ímpetus,ímpetu,N,C,M,P
mbarete,vigor,vigor,N,C,M,S
mbarete,vigores,vigor,N,C,M,P
mbarete,prepotencia,prepotencia,N,C,F,S
mbarete,prepotencias,prepotencia,N,C,F,P
mbarete,violencia,violencia,N,C,F,S
mbarete,violencias,violencia,N,C,F,P
mbaretekue,fuerza,fuerza,N,C,F,S
mbaretekue,fuerzas,fuerza,N,C,F,P
mbaretekue,firmeza,firmeza,N,C,F,S
mbaretekue,firmezas,firmeza,N,C,F,P
mbaretekue,solideces,solidez,N,C,F,P
mbaretekue,solidez,solidez,N,C,F,S
mbaretekue,ímpetu,ímpetu,N,C,M,S
mbaretekue,ímpetus,ímpetu,N,C,M,P
mbaretekue,pujanza,pujanza,N,C,F,S
mbaretekue,pujanzas,pujanza,N,C,F,P
mbarete'ỹ,flaqueza,flaqueza,N,C,F,S
mbarete'ỹ,flaquezas,flaqueza,N,C,F,P
mbarigui,polvorín,polvorín,N,C,M,S
mbarigui,polvorines,polvorín,N,C,M,P
mbarigui,mosquito,mosquito,N,C,M,S
mbarigui,mosquitos,mosquito,N,C,M,P
"mbaysyvo,_mba'ysyvo",tártago,tártago,N,C,M,S
"mbaysyvo,_mba'ysyvo",tártagos,tártago,N,C,M,P
mba'apo,tarea,tarea,N,C,F,S
mba'apo,tareas,tarea,N,C,F,P
mba'apo,empleo,empleo,N,C,M,S
mba'apo,empleos,empleo,N,C,M,P
mba'apo,trabajo,trabajo,N,C,M,S
mba'apo,trabajos,trabajo,N,C,M,P
mba'apoha,trabajo,trabajo,N,C,M,S
mba'apoha,trabajos,trabajo,N,C,M,P
mba'apoha,empleo,empleo,N,C,M,S
mba'apoha,empleos,empleo,N,C,M,P
mba'apoha,taller,taller,N,C,M,S
mba'apoha,talleres,taller,N,C,M,P
mba'apoha,obrera,obrero,N,C,F,S
mba'apoha,obreras,obrero,N,C,F,P
mba'apoha,obrero,obrero,N,C,M,S
mba'apoha,obreros,obrero,N,C,M,P
mba'apoha,trabajador,trabajador,N,C,M,S
mba'apoha,trabajadora,trabajador,N,C,F,S
mba'apoha,trabajadoras,trabajador,N,C,F,P
mba'apoha,trabajadores,trabajador,N,C,M,P
mba'apohára,trabajador,trabajador,N,C,M,S
mba'apohára,trabajadora,trabajador,N,C,F,S
mba'apohára,trabajadoras,trabajador,N,C,F,P
mba'apohára,trabajadores,trabajador,N,C,M,P
mba'apohára,obrera,obrero,N,C,F,S
mba'apohára,obreras,obrero,N,C,F,P
mba'apohára,obrero,obrero,N,C,M,S
mba'apohára,obreros,obrero,N,C,M,P
mba'apohára,peón,peón,N,C,M,S
mba'apohára,peones,peón,N,C,M,P
mba'apohára,operaria,operario,N,C,F,S
mba'apohára,operarias,operario,N,C,F,P
mba'apohára,operario,operario,N,C,M,S
mba'apohára,operarios,operario,N,C,M,P
mba'apokue,obra,obra,N,C,F,S
mba'apokue,obras,obra,N,C,F,P
mba'apo'_ỹ,ocio,ocio,N,C,M,S
mba'apo'_ỹ,ocios,ocio,N,C,M,P
mba'apo'_ỹ,desocupación,desocupación,N,C,F,S
mba'apo'_ỹ,desocupaciones,desocupación,N,C,F,P
mba'asy,enfermedad,enfermedad,N,C,F,S
mba'asy,enfermedades,enfermedad,N,C,F,P
mba'asy,infección,infección,N,C,F,S
mba'asy,infecciones,infección,N,C,F,P
mba'asy,dolencia,dolencia,N,C,F,S
mba'asy,dolencias,dolencia,N,C,F,P
mba'asy,achaque,achaque,N,C,M,S
mba'asy,achaques,achaque,N,C,M,P
mba'asypo'i,tuberculosis,tuberculosis,N,C,F,N
mba'e,cosa,cosa,N,C,F,S
mba'e,cosas,cosa,N,C,F,P
mba'e,art,artículo,N,C,M,S
mba'e,artículo,artículo,N,C,M,S
mba'e,artículos,artículo,N,C,M,P
mba'e,posesión,posesión,N,C,F,S
mba'e,posesiones,posesión,N,C,F,P
mba'e,pertenencia,pertenencia,N,C,F,S
mba'e,pertenencias,pertenencia,N,C,F,P
mba'e,propiedad,propiedad,N,C,F,S
mba'e,propiedades,propiedad,N,C,F,P
mba'e,patrimonio,patrimonio,N,C,M,S
mba'e,patrimonios,patrimonio,N,C,M,P
mba'e,objeto,objeto,N,C,M,S
mba'e,objetos,objeto,N,C,M,P
mba'e,materia,materia,N,C,F,S
mba'e,materias,materia,N,C,F,P
mba'eapovõ,cola,cola,N,C,F,S
mba'eapovõ,colas,cola,N,C,F,P
mba'eapovõ,pegamento,pegamento,N,C,M,S
mba'eapovõ,pegamentos,pegamento,N,C,M,P
mba'eavy,error,error,N,C,M,S
mba'eavy,errores,error,N,C,M,P
