las reservas , ñongatupykuéra
vacío con un televisor ,ahekuavo * un televisor ndive
en los brazos , jyvakuéra _pe
las cosas seguirían , ma'ẽrakuéra seguirían
igual ,joja
pero ,jepéramo
estrelló ,estrelló
a un libro ,un kuatia _pe
y ,ha
podría ,podría
ser ,ser
por los energúmenos , energúmenos rupi
de ,de
hoy ,ko'ára
para ,ojoko *
hacha ,hacha
de ,de
guerra ,ñorairõ
de los energúmenos , energúmenos _gua
de ,de
ayer ,ayer
conduce la lectura ,osãmbyhy *  lectura
sucedió ,ombuekoviakuri *
dejó la huella de su divino pie ,dejó  pyrũ i_ py divino _gua
motivo ,motivo
levantaron los thailandeses ,omopu'ãkuri *  thailandeses
el hermoso templo , tupão porã
de ,de
de ,de
las nodrizas jurásicas , nodrizas jurásicas
su hoguera ,h_# hoguera
los amantes , hayhuhakuéra
de la libertad , jei _gua
de ,de
expresión ,expresión
deberíamos ,deberíamos
templo a el hombre ,añatõi *  karai _pe
eligió para su último viaje ,oporavokuri * i_ guata último g̃uarã
la compañía , compañía
de un libro ,un kuatia _gua
cierto ,añete
sería un manual ,sería un manual
de ,de
vuelo ,veve
nada ,nada
hay ,oime *
más ,más
espantoso ,espantoso
ser ,ser
rico ,he
virtudes ,tekoporãnguéra
todos ,todos
quieren ,oja'e *
de el virtuoso , virtuoso _gua
pero ,jepéramo
ninguno lo ama ,ninguno lo ama
como ,ajepy'ajoko *
debe ,debe
ser ,ser
qué coño ,qué coño
su disposición constante ,hi'_ disposición poguapy
el bien , bien
su pajolero empeño ,i_ jepytaso pajolero
todo tipo ,todo tipo
de ,de
normas ,tekorãnguéra
y ,ha
deberes ,apopyrãnguéra
respeto a la ley moral ,ajepoyhu *  tembiapoukapy moral _pe
su integridad ,iñ_ integridad
de ,de
ánimo ,py'a
y ,ha
recto ,marangatu
proceder ,tembiapo
hacen de el virtuoso ,ojapo *  virtuoso _gui
un lobo para el hombre ,un lobo opyta *  karai
es ,oha'e *
no puedo ,naikatui *
veo ,veo
invoca la conciencia ,invoca  tekoresa
o ,térã
el honor , honor
dan ,ome'ẽ *
ganas ,hýikuéra
de ,de
la escopeta , mboka
y ,ha
tiros ,mbokapukuéra
está ,oiko *
bien ,bien
hombre ,ava
coño ,coño
es ,oha'e *
no puede ,nokuaai *
ser ,ser
es ,oha'e *
es ,oha'e *
imposible ,ikatu'ỹva
los niños , mitãkuimba'ekuéra
lo ,lo
copian ,copian
todo ,todo
y ,ha
pasa ,pasa
lo ,lo
pasa ,pasa
fuerza ,mbaretekue
de ,de
la justicia , tekojoja
sobre ,sobre
las cosas , mba'ekuéra
desaparecen los bandidos ,okañy *  moñáikuéra
y ,ha
los pobres , pobres
y ,ha
acaban las guerras ,omomba *  ñorairõnguéra
hambre ,ñembyahýi
va ,oho *
puñetas ,puñetas
el agua domina a el fuego , y opu'aka *  tata _pe
el amor penetra en el corazón humano , mborayhu oike *  ñe'ã humano _me
la sabiduría toma el poder , kuaaha opyhy *  pokatu
y ,ha
todos ,todos
a el ser , ser _pe
mejores ,porãve
nos ,nos
vamos ,roho *
culo ,tevi
de el cuaderno , cuaderno _gua
de ,de
la vida , tekove
cada año ,cada arajere
abro ,abro
y ,ha
cierro en esa frontera ,amboty * upe frontera _pe
separa ,ombojuavy *
une ,ojuaju *
de ,de
diciembre ,diciembre
de ,de
de ,de
enero ,enero
la letra es , tai oha'e *
menuda ,chu'i
apenas ,pepy'apy *
legible ,legible
y ,ha
azul ,chovy
de los chequeos , chequeos _gui
y ,ha
el corazón , ñe'ã
como ,akaru *
sobre ,sobre
uno de los naufragios ,ambojuaju *  naufragios _gua
de una vez ,una jevy _gui
solo ,ño
y ,ha
pancarta ,pancarta
para ,omombyta *
mi derecho ,che derecho
a la soledad , añohapegua _pe
slogan ,slogan
valor ,kyhyje'ỹ
para ,opyta *
de una vez ,una jevy _gui
el último peldaño , pyjupiha último
no ,no
hoy ,ko'ára
una sola lágrima ,una tesay ha'eño
una sola línea ,una rysýi año
no ,no
la libertad , sãso
o ,térã
el amor , tayhu
no ,no
mi vida ,che jeikove
más ,más
no ,no
ritmo de la tuya ,ritmo  tuya _gua
la ,la
pero ,jepéramo
hasta la cursilería , cursilería peve
la demagogia , demagogia
o ,térã
la succión , jepyte
reestrenos ,reestrenos
todo ,todo
y ,ha
hace ,omba'apo *
o ,térã
años ,arajerekuéra
otra vez ,otra ha
como ,akaru *
la vena , tajygue
de la anarquía , anarquía _gui
para ,ojoko *
el árbol , árbol
de la revolución , ñepu'ã _gui
cree ,oguerovia *
codo ,tenyvanga
codo ,jyva'nga
las rebajas , tepyguejykuéra
para ,ojoko *
pueblo ,tetama
pueblo en la única sección ,pueblo  ñekytĩ año _me
posible ,ikatúva
la ,la
pertenezco ,pertenezco
la ,la
de los saldos , saldos _gui
el valor , py'aguasu
de el precio , tepy _gui
sesión ,sesión
dolor ,ñembyasy
todos los ,todos los
dogmas ,dogmas
habitan ,oiko *
la tolerancia , jeheja
y ,ha
la radicalidad , radicalidad
la vida no tiene , tekove noguerekoi *
más ,más
una lectura ,una lectura
breve ,mbyky
y ,ha
caprichosa ,caprichosa
y ,ha
sobre ,sobre
el amor cae una mancha roja , mborayhu okúi * una marã pytã
y ,ha
no quedan ,nopytai *
más ,más
paraísos ,vy'araitykuéra
los ,los
de la nostalgia , techaga'u _gui
escribió ,okuatiakuri *
voz ,ahy'o
alta ,yvate
amo ,karai
las consecuencias , tapykueguakuéra
y ,ha
es la única liturgia ,oha'e *  liturgia año
conozco ,akuaa *
y ,ha
deseo ,mba'epota
acabó ,omombakuri *
acabó ,omohu'ãkuri *
todo ,todo
y ,ha
con esta depre ,ko depre ndive
acabó ,omohu'ãkuri *
la ,la
el año , arajere
el día , ára
de ,de
el gordo , gordo
de ,de
la lotería , lotería
de ,de
estreno de las rebajas ,amoñepyrũ *  tepyguejykuéra _gui
las galas , jeguakuéra
de las teles , teles _gua
todo ,todo
hago ,ajapo *
sé ,sé
es un masón ,oha'e * un masón
y ,ha
es ,oha'e *
posible ,ikatúva
más ,más
de ,de
uno ,ambojuapy *
de ,de
el martes , martes
sé ,sé
su nuevo presidente ,i_ mburuvicha pyahu
impuesto ,impuesto
serio ,serio
triste ,ñembyasy
cara ,cara
de ,de
cabreo ,cabreo
permanente ,tapiagua
tiene ,oguereko *
arreglo ,myatyrõ
lo ,lo
lleva ,oraha *
tienen ,oreko *
nuevo ,pyahu
presidente ,mburuvicha
sé ,sé
está ,oime *
de los nervios , tajukuéra _gui
y ,ha
la libertad , tekosã'ỹ
compra ,tembijogua
plazos ,arapa'ũnguéra
a los etarras , etarras _pe
sé ,sé
los ,los
mexicanos ,mexicanos
iba ,ohomi *
mejor ,porãve
de ,de
sé ,sé
la vida , jeikove
general ,pavẽ
no está ,noikoi *
para ,ojoko *
bromas ,ñembohorykuéra
y ,ha
un partido ,un ñembosarái
de ,de
fútbol ,fútbol
como ,akaru *
de ,de
ayer ,ayer
tonto ,akãkuchu
y ,ha
puede ,opojái *
ser ,ser
a la vez , jey _pe
bello ,porã
merece la misma calificación ,merece  calificación ae
oficial ,oficial
policial ,policial
un terremoto ,un yvyryrýi
máximo ,tuichaiteve
riesgo ,kyhyjerã
sé ,sé
lo ,lo
quieren ,oja'e *
ante ,ante
los tribunales , tribunales
mejor ,porãve
de ,de
y ,ha
sé ,sé
católicos ,católicos
y ,ha
protestantes ,protestantes
matan ,oporojuka *
de ,de
sensible ,sensible
a los problemas , problemas _pe
discute la traducción ,ojua'o *  ñembohasa
de ,de
reciente ,ramogua
a el inglés , inglés _pe
y ,ha
no llega a un acuerdo ,noguahẽi * un oñoñe'ẽ _me
sobre ,sobre
si ,si
de ,de
es ,oha'e *
o ,térã
sé ,sé
una bomba ha ,una tembipu oĩ *
despacho de el jefe ,despacho  tuvicha _gui
más ,más
jefe ,ruvicha
de todos los ,todos los _gua
de ,de
los ,los
sé ,sé
español ,español
ha ,oĩ *
herido ,herido
y ,ha
pregunto ,aporandu *
y ,ha
pregunto ,aporandu *
si ,si
es ,oha'e *
tiene ,oreko *
algún importante general para ,algún general importante opyta *
la ,la
o ,térã
la decisión definitiva , decisión opytaitéva
sé otras cosas ,sé otras ma'ẽrakuéra
de ,de
menor ,michĩve
cuantía ,cuantía
sé ,sé
seguirán ,omoñat *
niños ,niños
millones ,millones
este ,kuarahysẽ
de mi barrio ,che tavapy _gui
de ,de
forma ,ta'anga
si ,si
pone ,omoĩ *
de ,de
moda ,moda
el tema , ñe'ẽmbyrã
la cosa pasará , mba'e oikovet *
y ,ha
sé ,sé
este frío ,ko to'ysã
hoy ,ko'ára
cuela por las ventanas ,ombogua *  rovetãnguéra rupi
de ,de
mi casa congelará la vida ,che ogapy ombohypy'at *  rembiasakue
de ,de
media ,mbytere
docena ,docena
de ,de
mendigos ,tupãmba'ejárakuéra
pero ,jepéramo
digo ,ha'yta *
son ,pu
cosas ,ma'ẽrakuéra
menores ,michĩve
y ,ha
lo ,lo
importante ,importante
es ,oha'e *
lo ,lo
el martes , martes
y ,ha
las luchas internas , ñombohováikuéra pypegua
de ,de
bueno ,marangatu
y ,ha
una razón para ,una kuaaha opyta *
vivir ,vivir
último ,último
comentario ,comentario
mi amigo ,che tayhupára
y ,ha
él sabe ,ha'e sabe
lo ,lo
es ,oha'e *
hacía ,omba'apomi *
cruces ,cruces
porque ,ajeve
este momento ,ko sapy'a
de ,de
la ,la
la vieja , lepiju
las ,las
dos ,dos
potencias ,pokatukuéra
gobernaban el mundo ,oporosãmbyhymi *  arapy
para el comentarista ,omombyta *  comentarista
de ,de
es un drama ,oha'e * un drama
lo ,lo
para ,omombyta *
sería un suspiro ,sería un ãho
de ,de
alivio ,jora
si ,si
de ,de
verdad ,añetegua
lo ,lo
los ,los
no quieren ,noja'ei *
el mundo , arapy
la teoría , teoría
de ,de
parece ,ohi'ã *
peligrosa ,momondýiva
desde el principio , ypy guive
todo nuevo orden ,todo ñemohenda pyahu
implica la existencia ,implica  jeiko
de ,de
ordenador ,ordenador
y ,ha
no ,no
lo ,lo
ocurre ,ojehu *
es ,oha'e *
todos los ,todos los
nuevos ,pyahu
órdenes ,tembiapoukapykuéra
en el mundo , arapy _pe
han ,oĩ *
han ,oĩ *
impuesto ,impuesto
la ,la
fuerza de una sola voluntad ,orairõ * una tembipota ño _gua
y ,ha
han ,oĩ *
como el rosario de la aurora ,ajepy'ajoko *  rosario  arasẽ _gua
no ,no
hace ninguna ilusión ,omba'apo * ninguna ilusión
los ,los
el papel , kuatia
han ,oĩ *
de ,de
sheriff ,sheriff
de el planeta , planeta _gui
el problema es , problema oha'e *
trata ,trata
como en algunas películas ,akaru * algunas películas _pe
de ,de
sheriff ,sheriff
corrupto ,tuju
preocupa ,omoangata *
de ,de
orden ,ñemohenda
en los pleitos , ñombohováikuéra _pe
afectan a sus intereses ,afectan i_ kuaasekuéra _pe
este año ,ko arajere
no ha ,noĩri *
de ,de
de ,de
de ,de
perdió la titularidad ,orokañykuri *  titularidad
y ,ha
en el equipo nacional , equipo nacional _pe
una doble conmoción ,una conmoción joyvy
sus compañeros ,ij_ angírũnguéra
de ,de
quinta ,quinta
inservibles ,chu'i
para la causa ,omombyta *  ypy
de ,de
resistían ,ojepytasomi *
mayores ,kakuaa
agobios ,agobios
en su club ,i_ klu _pe
él empezaba ,ha'e oñepyrũmi *
ser ,ser
una estrella intermitente ,una mbyja sapy'apy'a
una estrella ,una mbyja
ayer ,ayer
recobró ,orojevykuri *
parte un brillo ,opesẽ'ã * un mimbi
he ,aime *
una prueba ,una ha'ã
más ,más
de el sentido , andu _gua
de la oportunidad , ja _gui
y ,ha
la supervivencia , supervivencia
de ,de
niño ,niño
y ,ha
es ,oha'e *
el declive , jeguejy
y ,ha
quinta ,quinta
es ,oha'e *
hoy ,ko'ára
un aviso ,un momarandu
más ,más
una constatación ,una constatación
un acto ,un acto
de ,de
resistencia ,tatã
más ,más
de ,de
reafirmación ,reafirmación
en el despliegue , despliegue _pe
y ,ha
en el repliegue , jeguevi _pe
sigue ,omoña *
a sus compañeros ,ij_ angírũnguéra _pe
e ,ha
insospechada ,insospechada
de ,de
ser ,ser
ídolo ,ídolo
empieza ,oñepyrũ *
una sutil indiferencia ,una indiferencia pererĩ
su suerte ,i_ po'a
extiende ,omoasãi *
un fatalismo indoloro ,un fatalismo indoloro
apodera de una afición ,apodera una afición _gui
ayer ,ayer
aclamó con el entusiasmo ,aclamó  taku ndive
y ,ha
la serenidad , py'aguapy
de ,de
a la vez , jevy _pe
halaga a el presente ,omongele'e *  presente _pe
y ,ha
homenajea a el pasado ,homenajea  pasado _pe
indiferencia ,indiferencia
y ,ha
fatalismo ,fatalismo
con un refrán ,un ñe'enga ndive
español ,español
rey ,rey
muerto ,te'õngue
rey ,rey
puesto ,koty'i
en este caso ,ko caso _pe
habría ,habría
muerto ,te'õngue
porque ,ajeve
ve ,ve
no está ,noimei *
muerto ,te'õngue
pero ,jepéramo
no está ,noĩri *
vivo ,oikovéva
como ,añemboapyte *
el rey , rey
puesto ,koty'i
es ,oha'e *
dijo para la historia ,ho'ytakuri *  tembiasakue g̃uarã
aquella frase acerca ,aipo frase omoaguĩ *
de ,de
retiraría de el fútbol ,retiraría  fútbol _gua
no ,no
estaba ,oĩmi *
a un chico ,un mitã'i _pe
talento ,akãporã
aprovecharía de el paso ,aprovecharía  guata _gui
de el tiempo , ára _gui
para ,opyta *
un lugar vacante ,un tekoha rei
sino ,sino
parecido ,parecido
mismo ,ae
es ,oha'e *
decir ,decir
a un auténtico sucesor ,un mbuekovia añetegua _pe
y ,ha
no ,no
a un heredero ,un jararã _me
más ,más
fresco ,piro'y
y ,ha
no ,no
es el motivo ,oha'e *  apoukaha
de ,de
no ,no
en la hinchada , hinchada _pe
un cisma ,un cisma
un motín ,un pu'ã
y ,ha
no ,no
es la razón ,oha'e *  kuaaha
de ,de
la gente , yvypóra
haya ,haya
comienzo de el fin ,amoñepyrũ *  tekorã _gua
de una era ,una ára _gua
ubicuo ,ubicuo
el ayer , ayer
y ,ha
el hoy , ko'ára
nombre ,téra
de el pasado , pasado _gui
y ,ha
el presente , presente
levanta unas últimas pasiones ,omboyvate * unas potakuéra últimas
de ,de
admiración ,porãngareko
y ,ha
agradecimiento ,jehechakuaa
y ,ha
no ,no
otro encante es la causa ,otro encante oha'e *  ypy
de ,de
adelantado ,adelantado
y ,ha
naturalidad ,jejapo'ỹ
el ocaso , ocaso
de un mito ,un mito _gua
recuerda ,omomandu'a *
como ,ajepy'ajoko *
para ,ojoko *
no ,no
ser ,ser
como un signo ,añemboapyte * un techaukaha
de ,de
continuidad ,continuidad
más ,más
de ,de
ruptura ,jeka
la profecía , ha'uvõ
de ,de
fue ,ohokuri *
consecuencia ,tapykuegua
de un reconocimiento íntimo ,un jehechakuaa íntimo _gua
en la luna , jasy _pe
de ,de
mágico ,mágico
en aquel chaval ,ako chaval _pe
de ,de
regate ,regate
prodigioso ,prodigioso
vio ,vio
con algunas peculiaridades actuales ,algunas peculiaridades ãgagua ndive
podrían ,podrían
mejoras ,ñemoporãvekuéra
goza ,orory *
de ,de
reprise ,reprise
de los mejores tiempos , árakuéra porãve _gua
pero ,jepéramo
de ,de
más ,más
velocidad ,akuãngue
de ,de
crucero ,crucero
reúne ,omboaty *
más ,más
fuelle ,fuelle
y ,ha
resistencia ,tatã
a el choque , ñembota _pe
la inestabilidad , inestabilidad
de ,de
cerca de la picardía ,cerca  picardía _gui
como de la fragilidad ,ha'u *  fragilidad _gui
era ,ára
y ,ha
es ,oha'e *
fuente ,ña'ẽmbe
de ,de
faltas ,faltas
peligrosas ,poromongyhyjéva
hoy ,ko'ára
aprovecha ,aprovecha
diferencia de su compañero ,ombojoavy * iñ_ irũ _gua
maneja ,osãmbyhy *
las ,las
dos ,dos
piernas ,retymakuéra
tira ,tira
duro ,mbarete
y ,ha
es un excelente rematador ,oha'e * un rematador porãite
de ,de
cabeza ,ruvicha
bajo ,yvýi
condiciones ,condiciones
adversas ,pane
de ,de
marcaje ,marcaje
hace unos años ,omba'apo * unos arajerekuéra
la mayoría , mayoría
de ,de
equipos ,equipos
jugaban ,oñembosaráimi *
cinco ,cinco
jugadores ,jugadores
los ,los
minutos ,minutos
cualquiera ,oimeraẽva
lo ,lo
más ,más
jugadores ,jugadores
era ,ára
como un loco ,ajepy'ajoko * un loco
o ,térã
no es ,noha'ei *
así ,ajapyhykuri *
y ,ha
lo ,lo
será ,oha'et *
el esfuerzo físico , ñepia'ã físico
de los jugadores , ha'ãrakuéra _gui
en la cancha , cancha _pe
defensas ,defensas
más ,más
activas ,kyre'ỹ
otro aspecto ,otro aspecto
buen ,marangatu
seguro ,seguro
producirá un mayor número ,omoheñóit * un número tuichave
de ,de
relevos ,jopyrukuéra
de ,de
jugadores ,jugadores
será ,oha'et *
las reglas , apoukapykuéra
de ,de
juego ,ñeha'ã
más ,más
el juego rápido , tembiesarái pya'e
ejemplo ,tembiecharã
el tiempo , ára
de ,de
posesión ,jererekoha
de el balón , balón _gua
de ,de
los ,los
segundos ,segundos
actuales ,ko'ãgagua
la evolución , evolución
de las defensas , defensas _gua
obligará ,ojurat *
la calidad , calidad
de el ataque , rairõ _gua
y ,ha
irá ,ohot *
beneficio de el espectáculo ,apojopy *  techaukaha _gua
atacan los detractores las ,okaguai *  las detractores
defensas ,defensas
agresivas ,agresivas
cometen muchas faltas personales ,cometen muchas jejavykuéra tee
los ,los
las ,las
practican ,oñembokatupyry *
y ,ha
afea el espectáculo ,afea  techaukaha
hacen ,omba'apo *
más ,más
faltas ,faltas
los ,los
defienden ,omoñuvã *
los ,los
no defienden ,nopytyvõi *
hacen ,omba'apo *
más ,más
faltas ,faltas
los ,los
saber ,pokuaa
intentan ,oñepia'ã *
ser ,ser
más ,más
agresivos ,agresivos
embargo ,embargo
provocan ,oporoheka *
más ,más
faltas ,faltas
de ,de
ataque ,rairõ
con una defensa agresiva ,una defensa agresiva ndive
los atacantes necesitan , atacantes okotevẽ *
más ,más
velocidad ,akuãngue
y ,ha
es ,oha'e *
más ,más
difícil ,difícil
sus acciones ,i_ tembiapokuéra
el colmo llega con los detractores , colmo oguahẽ *  detractores ndive
una defensa agresiva ,una defensa agresiva
acusan ,acusan
de ,de
muchas faltas ,muchas angaipakuéra
los ,los
las ,las
practican ,oñembokatupyry *
usan ,oporu *
las manos , avatisokakuéra
para ,ojoko *
las acciones ofensivas , tembiapokuéra poroja'óva
y ,ha
las ,las
usan ,opuru *
defensas ,defensas
flotación ,flotación
es mucho más difícil ,oha'e * mucho más difícil
de ,de
por los árbitros , árbitros rehe
porque ,ajeve
hay muchos jugadores en poco espacio ,oime * muchos ha'ãrakuéra poco arapy _pe
es ,oha'e *
más ,más
ético ,ético
defensa ,defensa
el balón , balón
falta ,falta
de ,de
una canasta ,una canasta
de los rivales , ñemóikuéra _gua
falta ,falta
es mucho más espectacular ,oha'e * mucho más espectacular
para ,opyta *
de ,de
el error , mba'eavy
en el equipo rival , equipo ombohováiva _pe
para ,ojoko *
fallo en el tiro ,ajavy *  mbokapu _pe
no quiero ,napotai *
decir ,decir
no ,no
faltas ,faltas
personales ,tee
no ,no
lo ,lo
hacemos todo lo ,ñamba'apo * todo lo
bien ,bien
gustaría ,gustaría
pero ,jepéramo
quiero ,apota *
con unos simples datos ,unos datos año _ndi
estadísticos ,estadísticos
los ,los
partidos ,ñembosaráikuéra
de ,de
la ,la
nos ,nos
han ,oĩ *
faltas ,faltas
personales ,tee
a nuestros rivales ,ñande javevekuéra _pe
en los partidos , ñembosaráikuéra _pe
han ,oĩ *
contra ,contra
han ,oime *
pesar ,mbyasy
de ,de
habla ,ñe'ẽ
menudo ,ku'i
de ,de
nuestra defensa ,ore defensa
como ,ajepy'ajoko *
mínimo ,mínimo
roza la ilegalidad ,ohavere *  ilegalidad
ocurre ,ojehu *
parecido ,parecido
la ,la
europea ,europea
de todos los ,todos los _gua
partidos ,ñembosaráikuéra
