achúrakuera,achúra,N,C,0,P,menudencias,menudencia,N,C,F,P
johechakuaa,johechakuaa,N,C,0,S,solidaridad,solidaridad,N,C,F,S
johechakuaakuera,johechakuaa,N,C,0,P,solidaridades,solidaridad,N,C,F,P
joheiha,joheiha,N,C,0,S,lavadero,lavadero,N,C,M,S
joheihakuera,joheiha,N,C,0,P,lavaderos,lavadero,N,C,M,P
joheihára,joheihára,N,C,0,S,lavandera,lavandera,N,C,F,S
joheihárakuera,joheihára,N,C,0,P,lavanderas,lavandera,N,C,F,P
johuguy,johuguy,N,C,0,S,parienta,pariente,N,C,F,S
johuguykuera,johuguy,N,C,0,P,parientas,pariente,N,C,F,P
johuguy,johuguy,N,C,0,S,pariente,pariente,N,C,C,S
johuguykuera,johuguy,N,C,0,P,parientes,pariente,N,C,C,P
joja,joja,N,C,0,S,igualdad,igualdad,N,C,F,S
jojakuera,joja,N,C,0,P,igualdades,igualdad,N,C,F,P
joja,joja,N,C,0,S,semejanza,semejanza,N,C,F,S
jojakuera,joja,N,C,0,P,semejanzas,semejanza,N,C,F,P
joja'ỹ,joja'ỹ,N,C,0,S,parcialidad,parcialidad,N,C,F,S
joja'ỹkuera,joja'ỹ,N,C,0,P,parcialidades,parcialidad,N,C,F,P
joja'ỹ,joja'ỹ,N,C,0,S,asimetría,asimetría,N,C,F,S
joja'ỹkuera,joja'ỹ,N,C,0,P,asimetrías,asimetría,N,C,F,P
jojaha,jojaha,N,C,0,S,igualdad,igualdad,N,C,F,S
jojahakuera,jojaha,N,C,0,P,igualdades,igualdad,N,C,F,P
jojaha,jojaha,N,C,0,S,nivel,nivel,N,C,M,S
jojahakuera,jojaha,N,C,0,P,niveles,nivel,N,C,M,P
jojaha,jojaha,N,C,0,S,semejanza,semejanza,N,C,F,S
jojahakuera,jojaha,N,C,0,P,semejanzas,semejanza,N,C,F,P
jojaha'ỹ,jojaha'ỹ,N,C,0,S,ideal,ideal,N,C,M,S
jojaha'ỹkuera,jojaha'ỹ,N,C,0,P,ideales,ideal,N,C,M,P
jojaiha,jojaiha,N,C,0,S,payasa,payaso,N,C,F,S
jojaihakuera,jojaiha,N,C,0,P,payasas,payaso,N,C,F,P
jojaiha,jojaiha,N,C,0,S,payaso,payaso,N,C,M,S
jojaihakuera,jojaiha,N,C,0,P,payasos,payaso,N,C,M,P
jojái,jojái,N,C,0,S,burla,burla,N,C,F,S
jojáikuera,jojái,N,C,0,P,burlas,burla,N,C,F,P
jojói,jojói,N,C,0,S,hipo,hipo,N,C,M,S
jojóikuera,jojói,N,C,0,P,hipos,hipo,N,C,M,P
jokoha,jokoha,N,C,0,S,puntal,puntal,N,C,M,S
jokohakuera,jokoha,N,C,0,P,puntales,puntal,N,C,M,P
jokoha,jokoha,N,C,0,S,obstáculo,obstáculo,N,C,M,S
jokohakuera,jokoha,N,C,0,P,obstáculos,obstáculo,N,C,M,P
jokoha,jokoha,N,C,0,S,impedimento,impedimento,N,C,M,S
jokohakuera,jokoha,N,C,0,P,impedimentos,impedimento,N,C,M,P
jokoha,jokoha,N,C,0,S,freno,freno,N,C,M,S
jokohakuera,jokoha,N,C,0,P,frenos,freno,N,C,M,P
jokoha,jokoha,N,C,0,S,soporte,soporte,N,C,M,S
jokohakuera,jokoha,N,C,0,P,soportes,soporte,N,C,M,P
jokoha,jokoha,N,C,0,S,barrera,barrera,N,C,F,S
jokohakuera,jokoha,N,C,0,P,barreras,barrera,N,C,F,P
jokuaa,jokuaa,N,C,0,S,relación,relación,N,C,F,S
jokuaakuera,jokuaa,N,C,0,P,relaciones,relación,N,C,F,P
jokuaiha,jokuaiha,N,C,0,S,ordenanza,ordenanza,N,C,C,S
jokuaihakuera,jokuaiha,N,C,0,P,ordenanzas,ordenanza,N,C,C,P
jokuaipy,jokuaipy,N,C,0,S,mandataria,mandatario,N,C,F,S
jokuaipykuera,jokuaipy,N,C,0,P,mandatarias,mandatario,N,C,F,P
jokuaipy,jokuaipy,N,C,0,S,mandatario,mandatario,N,C,M,S
jokuaipykuera,jokuaipy,N,C,0,P,mandatarios,mandatario,N,C,M,P
jokuapy,jokuapy,N,C,0,S,atado,atado,N,C,M,S
jokuapykuera,jokuapy,N,C,0,P,atados,atado,N,C,M,P
jokuapy,jokuapy,N,C,0,S,bulto,bulto,N,C,M,S
jokuapykuera,jokuapy,N,C,0,P,bultos,bulto,N,C,M,P
jokuapy,jokuapy,N,C,0,S,paquete,paquete,N,C,M,S
jokuapykuera,jokuapy,N,C,0,P,paquetes,paquete,N,C,M,P
jokuapy,jokuapy,N,C,0,S,fardo,fardo,N,C,M,S
jokuapykuera,jokuapy,N,C,0,P,fardos,fardo,N,C,M,P
jokuapy,jokuapy,N,C,0,S,envoltorio,envoltorio,N,C,M,S
jokuapykuera,jokuapy,N,C,0,P,envoltorios,envoltorio,N,C,M,P
jokupyty,jokupyty,N,C,0,S,comprensión,comprensión,N,C,F,S
jokupytykuera,jokupyty,N,C,0,P,comprensiones,comprensión,N,C,F,P
jopara,jopara,N,C,0,S,mezcla,mezcla,N,C,F,S
joparakuera,jopara,N,C,0,P,mezclas,mezcla,N,C,F,P
jopara,jopara,N,C,0,S,combinación,combinación,N,C,F,S
joparakuera,jopara,N,C,0,P,combinaciones,combinación,N,C,F,P
jope,jope,N,C,0,S,ardor,ardor,N,C,M,S
jopekuera,jope,N,C,0,P,ardores,ardor,N,C,M,P
jope,jope,N,C,0,S,calor,calor,N,C,M,S
jopekuera,jope,N,C,0,P,calores,calor,N,C,M,P
jope,jope,N,C,0,S,insolación,insolación,N,C,F,S
jopekuera,jope,N,C,0,P,insolaciones,insolación,N,C,F,P
jopi,jopi,N,C,0,S,picadura,picadura,N,C,F,S
jopikuera,jopi,N,C,0,P,picaduras,picadura,N,C,F,P
jopi,jopi,N,C,0,S,picazón,picazón,N,C,F,S
jopikuera,jopi,N,C,0,P,picazones,picazón,N,C,F,P
jopoi,jopoi,N,C,0,S,divorcio,divorcio,N,C,M,S
jopoikuera,jopoi,N,C,0,P,divorcios,divorcio,N,C,M,P
jopoi,jopoi,N,C,0,S,separación,separación,N,C,F,S
jopoikuera,jopoi,N,C,0,P,separaciones,separación,N,C,F,P
jopyha,jopyha,N,C,0,S,prensa,prensa,N,C,F,S
jopyhakuera,jopyha,N,C,0,P,prensas,prensa,N,C,F,P
jopyha,jopyha,N,C,0,S,opresor,opresor,N,C,M,S
jopyha,jopyha,N,C,0,S,opresora,opresor,N,C,F,S
jopyhakuera,jopyha,N,C,0,P,opresoras,opresor,N,C,F,P
jopyhakuera,jopyha,N,C,0,P,opresores,opresor,N,C,M,P
jopyhy,jopyhy,N,C,0,S,coito,coito,N,C,M,S
jopyhykuera,jopyhy,N,C,0,P,coitos,coito,N,C,M,P
jopyru,jopyru,N,C,0,S,relevo,relevo,N,C,M,S
jopyrukuera,jopyru,N,C,0,P,relevos,relevo,N,C,M,P
jopyru,jopyru,N,C,0,S,muda,muda,N,C,F,S
jopyrukuera,jopyru,N,C,0,P,mudas,muda,N,C,F,P
jopyru,jopyru,N,C,0,S,sucesor,sucesor,N,C,M,S
jopyru,jopyru,N,C,0,S,sucesora,sucesor,N,C,F,S
jopyrukuera,jopyru,N,C,0,P,sucesoras,sucesor,N,C,F,P
jopyrukuera,jopyru,N,C,0,P,sucesores,sucesor,N,C,M,P
jopói,jopói,N,C,0,S,regalo,regalo,N,C,M,S
jopóikuera,jopói,N,C,0,P,regalos,regalo,N,C,M,P
jopói,jopói,N,C,0,S,obsequio,obsequio,N,C,M,S
jopóikuera,jopói,N,C,0,P,obsequios,obsequio,N,C,M,P
jopói,jopói,N,C,0,S,ofrenda,ofrenda,N,C,F,S
jopóikuera,jopói,N,C,0,P,ofrendas,ofrenda,N,C,F,P
jopói,jopói,N,C,0,S,don,don,N,C,M,S
jopóikuera,jopói,N,C,0,P,dones,don,N,C,M,P
jopói,jopói,N,C,0,S,doña,don,N,C,F,S
jopóikuera,jopói,N,C,0,P,doñas,don,N,C,F,P
jora,jora,N,C,0,S,perdón,perdón,N,C,M,S
jorakuera,jora,N,C,0,P,perdones,perdón,N,C,M,P
jora,jora,N,C,0,S,liberación,liberación,N,C,F,S
jorakuera,jora,N,C,0,P,liberaciones,liberación,N,C,F,P
jora,jora,N,C,0,S,alivio,alivio,N,C,M,S
jorakuera,jora,N,C,0,P,alivios,alivio,N,C,M,P
josoha,josoha,N,C,0,S,molino,molino,N,C,M,S
josohakuera,josoha,N,C,0,P,molinos,molino,N,C,M,P
jotopaha,jotopaha,N,C,0,S,encontrón,encontrón,N,C,M,S
jotopahakuera,jotopaha,N,C,0,P,encontrones,encontrón,N,C,M,P
jovasa,jovasa,N,C,0,S,bendición,bendición,N,C,F,S
jovasakuera,jovasa,N,C,0,P,bendiciones,bendición,N,C,F,P
joyke'y,joyke'y,N,C,0,S,hermana,hermano,N,C,F,S
joyke'ykuera,joyke'y,N,C,0,P,hermanas,hermano,N,C,F,P
joyke'y,joyke'y,N,C,0,S,hermano,hermano,N,C,M,S
joyke'ykuera,joyke'y,N,C,0,P,hermanos,hermano,N,C,M,P
joyvy,joyvy,N,C,0,S,dúo,dúo,N,C,M,S
joyvykuera,joyvy,N,C,0,P,dúos,dúo,N,C,M,P
ju,ju,N,C,0,S,aguja,aguja,N,C,F,S
jukuera,ju,N,C,0,P,agujas,aguja,N,C,F,P
ju,ju,N,C,0,S,púa,púa,N,C,F,S
jukuera,ju,N,C,0,P,púas,púa,N,C,F,P
ju'i,ju'i,N,C,0,S,rana,rana,N,C,F,S
ju'ikuera,ju'i,N,C,0,P,ranas,rana,N,C,F,P
ju'ái,ju'ái,N,C,0,S,bocio,bocio,N,C,M,S
ju'áikuera,ju'ái,N,C,0,P,bocios,bocio,N,C,M,P
ju'ái,ju'ái,N,C,0,S,papera,papera,N,C,F,S
ju'ái,ju'ái,N,C,0,S,coto,coto,N,C,M,S
ju'áikuera,ju'ái,N,C,0,P,cotos,coto,N,C,M,P
ju'ái,ju'ái,N,C,0,S,buche,buche,N,C,M,S
ju'áikuera,ju'ái,N,C,0,P,buches,buche,N,C,M,P
juaju,juaju,N,C,0,S,unión,unión,N,C,F,S
juajukuera,juaju,N,C,0,P,uniones,unión,N,C,F,P
juajukuera,juaju,N,C,0,P,uniónes,unión,N,C,F,P
juaju,juaju,N,C,0,S,enlace,enlace,N,C,M,S
juajukuera,juaju,N,C,0,P,enlaces,enlace,N,C,M,P
juaju,juaju,N,C,0,S,encuentro,encuentro,N,C,M,S
juajukuera,juaju,N,C,0,P,encuentros,encuentro,N,C,M,P
juaju,juaju,N,C,0,S,adhesión,adhesión,N,C,F,S
juajukuera,juaju,N,C,0,P,adhesiones,adhesión,N,C,F,P
juaju'ỹ,juaju'ỹ,N,C,0,S,pugna,pugna,N,C,F,S
juaju'ỹkuera,juaju'ỹ,N,C,0,P,pugnas,pugna,N,C,F,P
juaju'ỹ,juaju'ỹ,N,C,0,S,desunión,desunión,N,C,F,S
juaju'ỹkuera,juaju'ỹ,N,C,0,P,desuniones,desunión,N,C,F,P
juapeka,juapeka,N,C,0,S,zarzaparrilla,zarzaparrilla,N,C,F,S
juapekakuera,juapeka,N,C,0,P,zarzaparrillas,zarzaparrilla,N,C,F,P
juasa,juasa,N,C,0,S,cruce,cruce,N,C,M,S
juasakuera,juasa,N,C,0,P,cruces,cruce,N,C,M,P
juasy'y,juasy'y,N,C,0,S,tala,tala,N,C,F,S
juasy'ykuera,juasy'y,N,C,0,P,talas,tala,N,C,F,P
juavy,juavy,N,C,0,S,trastorno,trastorno,N,C,M,S
juavykuera,juavy,N,C,0,P,trastornos,trastorno,N,C,M,P
juavy,juavy,N,C,0,S,asimetría,asimetría,N,C,F,S
juavykuera,juavy,N,C,0,P,asimetrías,asimetría,N,C,F,P
juavy,juavy,N,C,0,S,ruptura,ruptura,N,C,F,S
juavykuera,juavy,N,C,0,P,rupturas,ruptura,N,C,F,P
juavy,juavy,N,C,0,S,desavenencia,desavenencia,N,C,F,S
juavykuera,juavy,N,C,0,P,desavenencias,desavenencia,N,C,F,P
juavy,juavy,N,C,0,S,diferencia,diferencia,N,C,F,S
juavykuera,juavy,N,C,0,P,diferencias,diferencia,N,C,F,P
juecha,juecha,N,C,0,S,entrevista,entrevista,N,C,F,S
juechakuera,juecha,N,C,0,P,entrevistas,entrevista,N,C,F,P
juecha,juecha,N,C,0,S,encuentro,encuentro,N,C,M,S
juechakuera,juecha,N,C,0,P,encuentros,encuentro,N,C,M,P
jueja,jueja,N,C,0,S,separación,separación,N,C,F,S
juejakuera,jueja,N,C,0,P,separaciones,separación,N,C,F,P
jueja,jueja,N,C,0,S,divorcio,divorcio,N,C,M,S
juejakuera,jueja,N,C,0,P,divorcios,divorcio,N,C,M,P
juhuha,juhuha,N,C,0,S,descubridor,descubridor,N,C,M,S
juhuha,juhuha,N,C,0,S,descubridora,descubridor,N,C,F,S
juhuhakuera,juhuha,N,C,0,P,descubridoras,descubridor,N,C,F,P
juhuhakuera,juhuha,N,C,0,P,descubridores,descubridor,N,C,M,P
juhupyre,juhupyre,N,C,0,S,descubierto,descubierto,N,C,M,S
juhupyrekuera,juhupyre,N,C,0,P,descubiertos,descubierto,N,C,M,P
juhupyty,juhupyty,N,C,0,S,hallazgo,hallazgo,N,C,M,S
juhupytykuera,juhupyty,N,C,0,P,hallazgos,hallazgo,N,C,M,P
jukaha,jukaha,N,C,0,S,asesina,asesino,N,C,F,S
jukahakuera,jukaha,N,C,0,P,asesinas,asesino,N,C,F,P
jukaha,jukaha,N,C,0,S,asesino,asesino,N,C,M,S
jukahakuera,jukaha,N,C,0,P,asesinos,asesino,N,C,M,P
jukaha,jukaha,N,C,0,S,homicida,homicida,N,C,C,S
jukahakuera,jukaha,N,C,0,P,homicidas,homicida,N,C,C,P
jukaha,jukaha,N,C,0,S,matador,matador,N,C,M,S
jukaha,jukaha,N,C,0,S,matadora,matador,N,C,F,S
jukahakuera,jukaha,N,C,0,P,matadoras,matador,N,C,F,P
jukahakuera,jukaha,N,C,0,P,matadores,matador,N,C,M,P
jukaha,jukaha,N,C,0,S,verdugo,verdugo,N,C,M,S
jukahakuera,jukaha,N,C,0,P,verdugos,verdugo,N,C,M,P
jukahare,jukahare,N,C,0,S,asesina,asesino,N,C,F,S
jukaharekuera,jukahare,N,C,0,P,asesinas,asesino,N,C,F,P
jukahare,jukahare,N,C,0,S,asesino,asesino,N,C,M,S
jukaharekuera,jukahare,N,C,0,P,asesinos,asesino,N,C,M,P
jukahára,jukahára,N,C,0,S,facinerosa,facineroso,N,C,F,S
jukahárakuera,jukahára,N,C,0,P,facinerosas,facineroso,N,C,F,P
jukahára,jukahára,N,C,0,S,facineroso,facineroso,N,C,M,S
jukahárakuera,jukahára,N,C,0,P,facinerosos,facineroso,N,C,M,P
jukahára,jukahára,N,C,0,S,asesina,asesino,N,C,F,S
jukahárakuera,jukahára,N,C,0,P,asesinas,asesino,N,C,F,P
jukahára,jukahára,N,C,0,S,asesino,asesino,N,C,M,S
jukahárakuera,jukahára,N,C,0,P,asesinos,asesino,N,C,M,P
jukahára,jukahára,N,C,0,S,forajida,forajido,N,C,F,S
jukahárakuera,jukahára,N,C,0,P,forajidas,forajido,N,C,F,P
jukahára,jukahára,N,C,0,S,forajido,forajido,N,C,M,S
jukahárakuera,jukahára,N,C,0,P,forajidos,forajido,N,C,M,P
jukahára,jukahára,N,C,0,S,criminal,criminal,N,C,C,S
jukahárakuera,jukahára,N,C,0,P,criminales,criminal,N,C,C,P
jukeri,jukeri,N,C,0,S,zarza,zarza,N,C,F,S
jukerikuera,jukeri,N,C,0,P,zarzas,zarza,N,C,F,P
jukeri,jukeri,N,C,0,S,mimosa,mimosa,N,C,F,S
jukerikuera,jukeri,N,C,0,P,mimosas,mimosa,N,C,F,P
jukeri,jukeri,N,C,0,S,sensitiva,sensitivo,N,C,F,S
jukeri,jukeri,N,C,0,S,espinillo,espinillo,N,C,M,S
jukerikuera,jukeri,N,C,0,P,espinillos,espinillo,N,C,M,P
jukerity,jukerity,N,C,0,S,zarzal,zarzal,N,C,M,S
jukeritykuera,jukerity,N,C,0,P,zarzales,zarzal,N,C,M,P
juku'a,juku'a,N,C,0,S,jadeo,jadeo,N,C,M,S
juku'akuera,juku'a,N,C,0,P,jadeos,jadeo,N,C,M,P
juku'a,juku'a,N,C,0,S,cansancio,cansancio,N,C,M,S
juku'akuera,juku'a,N,C,0,P,cansancioos,cansancio,N,C,M,P
juku'akuera,juku'a,N,C,0,P,cansancios,cansancio,N,C,M,P
juku'a,juku'a,N,C,0,S,fatiga,fatiga,N,C,F,S
juku'akuera,juku'a,N,C,0,P,fatigas,fatiga,N,C,F,P
juku'a,juku'a,N,C,0,S,agitación,agitación,N,C,F,S
juku'akuera,juku'a,N,C,0,P,agitaciones,agitación,N,C,F,P
juku'a,juku'a,N,C,0,S,jadeo,jadeo,N,C,M,S
juku'akuera,juku'a,N,C,0,P,jadeos,jadeo,N,C,M,P
juky,juky,N,C,0,S,sal,sal,N,C,F,S
jukykuera,juky,N,C,0,P,sales,sal,N,C,F,P
"jukyra,_jukyrana","jukyra,_jukyrana",N,C,0,S,salitre,salitre,N,C,M,S
"jukyra,_jukyrananguera","jukyra,_jukyrana",N,C,0,P,salitres,salitre,N,C,M,P
jukyry,jukyry,N,C,0,S,salmuera,salmuera,N,C,F,S
jukyrykuera,jukyry,N,C,0,P,salmueras,salmuera,N,C,F,P
jukysy,jukysy,N,C,0,S,caldo,caldo,N,C,M,S
jukysykuera,jukysy,N,C,0,P,caldos,caldo,N,C,M,P
jukysy,jukysy,N,C,0,S,sopa,sopa,N,C,F,S
jukysykuera,jukysy,N,C,0,P,sopas,sopa,N,C,F,P
jukyty,jukyty,N,C,0,S,salina,salina,N,C,F,S
jukytykuera,jukyty,N,C,0,P,salinas,salina,N,C,F,P
jukyty,jukyty,N,C,0,S,barrero,barrero,N,C,M,S
jukytykuera,jukyty,N,C,0,P,barreros,barrero,N,C,M,P
juru,juru,N,C,0,S,boca,boca,N,C,F,S
jurukuera,juru,N,C,0,P,bocas,boca,N,C,F,P
jurukuera,juru,N,C,0,P,fauces,fauces,N,C,F,P
juru,juru,N,C,0,S,pico,pico,N,C,M,S
jurukuera,juru,N,C,0,P,picos,pico,N,C,M,P
juru,juru,N,C,0,S,abertura,abertura,N,C,F,S
jurukuera,juru,N,C,0,P,aberturas,abertura,N,C,F,P
juru,juru,N,C,0,S,boquete,boquete,N,C,M,S
jurukuera,juru,N,C,0,P,boquetes,boquete,N,C,M,P
juru'a,juru'a,N,C,0,S,bigote,bigote,N,C,M,S
juru'akuera,juru'a,N,C,0,P,bigotes,bigote,N,C,M,P
juru'ai,juru'ai,N,C,0,S,boquera,boquera,N,C,F,S
juru'aikuera,juru'ai,N,C,0,P,boqueras,boquera,N,C,F,P
juru'atã,juru'atã,N,C,0,S,soberbia,soberbia,N,C,F,S
juru'atãkuera,juru'atã,N,C,0,P,soberbias,soberbia,N,C,F,P
juru'atã,juru'atã,N,C,0,S,petulancia,petulancia,N,C,F,S
juru'atãkuera,juru'atã,N,C,0,P,petulancias,petulancia,N,C,F,P
juruaysy,juruaysy,N,C,0,S,baba,baba,N,C,F,S
juruaysykuera,juruaysy,N,C,0,P,babas,baba,N,C,F,P
juruaysy,juruaysy,N,C,0,S,saliva,saliva,N,C,F,S
juruaysykuera,juruaysy,N,C,0,P,salivas,saliva,N,C,F,P
juruhe,juruhe,N,C,0,S,apetito,apetito,N,C,M,S
juruhekuera,juruhe,N,C,0,P,apetitos,apetito,N,C,M,P
juruhe'ẽ,juruhe'ẽ,N,C,0,S,adulación,adulación,N,C,F,S
juruhe'ẽkuera,juruhe'ẽ,N,C,0,P,adulaciones,adulación,N,C,F,P
juruhe'ẽ,juruhe'ẽ,N,C,0,S,lisonja,lisonja,N,C,F,S
juruhe'ẽkuera,juruhe'ẽ,N,C,0,P,lisonjas,lisonja,N,C,F,P
juruhe'ẽ,juruhe'ẽ,N,C,0,S,halago,halago,N,C,M,S
juruhe'ẽkuera,juruhe'ẽ,N,C,0,P,halagos,halago,N,C,M,P
juruhe'ỹ,juruhe'ỹ,N,C,0,S,inapetencia,inapetencia,N,C,F,S
juruhe'ỹkuera,juruhe'ỹ,N,C,0,P,inapetencias,inapetencia,N,C,F,P
juruja,juruja,N,C,0,S,descanso,descanso,N,C,M,S
jurujakuera,juruja,N,C,0,P,descansos,descanso,N,C,M,P
juruja,juruja,N,C,0,S,respiro,respiro,N,C,M,S
jurujakuera,juruja,N,C,0,P,respiros,respiro,N,C,M,P
jurujokoha,jurujokoha,N,C,0,S,freno,freno,N,C,M,S
jurujokohakuera,jurujokoha,N,C,0,P,frenos,freno,N,C,M,P
jurujái,jurujái,N,C,0,S,embeleso,embeleso,N,C,M,S
jurujáikuera,jurujái,N,C,0,P,embelesos,embeleso,N,C,M,P
juruka,juruka,N,C,0,S,bocado,bocado,N,C,M,S
jurukakuera,juruka,N,C,0,P,bocados,bocado,N,C,M,P
jurukaha,jurukaha,N,C,0,S,freno,freno,N,C,M,S
jurukahakuera,jurukaha,N,C,0,P,frenos,freno,N,C,M,P
jurukechẽ,jurukechẽ,N,C,0,S,mueca,mueca,N,C,F,S
jurukechẽkuera,jurukechẽ,N,C,0,P,muecas,mueca,N,C,F,P
jurundi'a,jurundi'a,N,C,0,S,bagre,bagre,N,C,M,S
jurundi'anguera,jurundi'a,N,C,0,P,bagres,bagre,N,C,M,P
jurune,jurune,N,C,0,S,halitosis,halitosis,N,C,F,N
jurupari,jurupari,N,C,0,S,mueca,mueca,N,C,F,S
juruparikuera,jurupari,N,C,0,P,muecas,mueca,N,C,F,P
jurupeteĩ,jurupeteĩ,N,C,0,S,concordia,concordia,N,C,F,S
jurupeteĩkuera,jurupeteĩ,N,C,0,P,concordias,concordia,N,C,F,P
jurupeteĩ,jurupeteĩ,N,C,0,S,acuerdo,acuerdo,N,C,M,S
jurupeteĩkuera,jurupeteĩ,N,C,0,P,acuerdos,acuerdo,N,C,M,P
jurupeteĩ,jurupeteĩ,N,C,0,S,entendimiento,entendimiento,N,C,M,S
jurupeteĩkuera,jurupeteĩ,N,C,0,P,entendimientos,entendimiento,N,C,M,P
jurupy,jurupy,N,C,0,S,pezón,pezón,N,C,M,S
jurupykuera,jurupy,N,C,0,P,pezones,pezón,N,C,M,P
jurupy,jurupy,N,C,0,S,pedúnculo,pedúnculo,N,C,M,S
jurupykuera,jurupy,N,C,0,P,pedúnculos,pedúnculo,N,C,M,P
jurupyte,jurupyte,N,C,0,S,beso,beso,N,C,M,S
jurupytekuera,jurupyte,N,C,0,P,besos,beso,N,C,M,P
jururyjúi,jururyjúi,N,C,0,S,baba,baba,N,C,F,S
jururyjúikuera,jururyjúi,N,C,0,P,babas,baba,N,C,F,P
jyryvi,jyryvi,N,C,0,S,papada,papada,N,C,F,S
jyryvikuera,jyryvi,N,C,0,P,papadas,papada,N,C,F,P
jyryvi,jyryvi,N,C,0,S,tráquea,tráquea,N,C,F,S
jyryvikuera,jyryvi,N,C,0,P,tráqueas,tráquea,N,C,F,P
jyryvi,jyryvi,N,C,0,S,gaznate,gaznate,N,C,M,S
jyryvikuera,jyryvi,N,C,0,P,gaznates,gaznate,N,C,M,P
jyva,jyva,N,C,0,S,brazo,brazo,N,C,M,S
jyvakuera,jyva,N,C,0,P,brazos,brazo,N,C,M,P
jyva,jyva,N,C,0,S,tentáculo,tentáculo,N,C,M,S
jyvakuera,jyva,N,C,0,P,tentáculos,tentáculo,N,C,M,P
jyva'apĩ,jyva'apĩ,N,C,0,S,manca,manco,N,C,F,S
jyva'apĩkuera,jyva'apĩ,N,C,0,P,mancas,manco,N,C,F,P
jyva'apĩ,jyva'apĩ,N,C,0,S,manco,manco,N,C,M,S
jyva'apĩkuera,jyva'apĩ,N,C,0,P,mancos,manco,N,C,M,P
jyva'nga,jyva'nga,N,C,0,S,codo,codo,N,C,M,S
jyva'nganguera,jyva'nga,N,C,0,P,codos,codo,N,C,M,P
jyva'nga,jyva'nga,N,C,0,S,antebrazo,antebrazo,N,C,M,S
jyva'nganguera,jyva'nga,N,C,0,P,antebrazos,antebrazo,N,C,M,P
jyvaguy,jyvaguy,N,C,0,S,axila,axila,N,C,F,S
jyvaguykuera,jyvaguy,N,C,0,P,axilas,axila,N,C,F,P
jyvaguy,jyvaguy,N,C,0,S,sobaco,sobaco,N,C,M,S
jyvaguykuera,jyvaguy,N,C,0,P,sobacos,sobaco,N,C,M,P
jyvanga,jyvanga,N,C,0,S,codo,codo,N,C,M,S
jyvanganguera,jyvanga,N,C,0,P,codos,codo,N,C,M,P
jyvanga,jyvanga,N,C,0,S,antebrazo,antebrazo,N,C,M,S
jyvanganguera,jyvanga,N,C,0,P,antebrazos,antebrazo,N,C,M,P
jára,jára,N,C,0,S,dueña,dueño,N,C,F,S
járakuera,jára,N,C,0,P,dueñas,dueño,N,C,F,P
jára,jára,N,C,0,S,dueño,dueño,N,C,M,S
járakuera,jára,N,C,0,P,dueños,dueño,N,C,M,P
jára,jára,N,C,0,S,señor,señor,N,C,M,S
jára,jára,N,C,0,S,señora,señor,N,C,F,S
járakuera,jára,N,C,0,P,señoras,señor,N,C,F,P
járakuera,jára,N,C,0,P,señores,señor,N,C,M,P
jára,jára,N,C,0,S,amo,amo,N,C,M,S
járakuera,jára,N,C,0,P,amos,amo,N,C,M,P
jára,jára,N,C,0,S,patrón,patrón,N,C,M,S
jára,jára,N,C,0,S,patrona,patrón,N,C,F,S
járakuera,jára,N,C,0,P,patronas,patrón,N,C,F,P
járakuera,jára,N,C,0,P,patrones,patrón,N,C,M,P
jára,jára,N,C,0,S,propietaria,propietario,N,C,F,S
járakuera,jára,N,C,0,P,propietarias,propietario,N,C,F,P
jára,jára,N,C,0,S,propietario,propietario,N,C,M,S
járakuera,jára,N,C,0,P,propietarios,propietario,N,C,M,P
jára,jára,N,C,0,S,poseedor,poseedor,N,C,M,S
jára,jára,N,C,0,S,poseedora,poseedor,N,C,F,S
járakuera,jára,N,C,0,P,poseedoras,poseedor,N,C,F,P
járakuera,jára,N,C,0,P,poseedores,poseedor,N,C,M,P
jégua,jégua,N,C,0,S,yegua,yegua,N,C,F,S
jéguakuera,jégua,N,C,0,P,yeguas,yegua,N,C,F,P
ka'atĩ,ka'atĩ,N,C,0,S,menta,menta,N,C,F,S
ka'atĩkuera,ka'atĩ,N,C,0,P,mentas,menta,N,C,F,P
kachivéo,kachivéo,N,C,0,S,canoa,canoa,N,C,F,S
kachivéokuera,kachivéo,N,C,0,P,canoas,canoa,N,C,F,P
kachivéo,kachivéo,N,C,0,S,bote,bote,N,C,M,S
kachivéokuera,kachivéo,N,C,0,P,botes,bote,N,C,M,P
kachivéo,kachivéo,N,C,0,S,piragua,piragua,N,C,F,S
kachivéokuera,kachivéo,N,C,0,P,piraguas,piragua,N,C,F,P
kagua,kagua,N,C,0,S,copa,copa,N,C,F,S
kaguakuera,kagua,N,C,0,P,copas,copa,N,C,F,P
kagua,kagua,N,C,0,S,vaso,vaso,N,C,M,S
kaguakuera,kagua,N,C,0,P,vasos,vaso,N,C,M,P
kaguai,kaguai,N,C,0,S,reproche,reproche,N,C,M,S
kaguaikuera,kaguai,N,C,0,P,reproches,reproche,N,C,M,P
kaguai,kaguai,N,C,0,S,vapuleo,vapuleo,N,C,M,S
kaguaikuera,kaguai,N,C,0,P,vapuleos,vapuleo,N,C,M,P
kaguaka,kaguaka,N,C,0,S,botella,botella,N,C,F,S
kaguakakuera,kaguaka,N,C,0,P,botellas,botella,N,C,F,P
kaguare,kaguare,N,C,0,S,perezoso,perezoso,N,C,M,S
kaguarekuera,kaguare,N,C,0,P,perezosos,perezoso,N,C,M,P
